,Username,Tweet,Category
433,GagnerVa,"@valerieboyer13 La position de Valérie Pécresse est la plus rassurante. Ne pas se coucher face aux Russes et défendre un sursaut français et Européen pour prendre son destin en main. Ni le vassal des Etats-Unis, ni le le perroquet de Moscou. Ni Macron, ni Zemmour.",0
434,WielLuc,"@Crispalou @lesRepublicains @vpecresse Oui, son mentor, c'est Fillon qui lui a soufflé sa déclaration, moyennant une grosse enveloppe à 7 chiffres, en euros, pas en roubles ! (C'est ce qu'on m'a dit)....",0
435,AnnaDelfabro,"«C'est hallucinant» : la grosse colère de Valérie Pécresse après les critiques lors de son meeting https://t.co/nNdBRhnzQF",0
436,EDECHAUMONT,"@BFMTV qui a réintégré l'OTAN : sarkozy
qui n'a rien fait pour en sortir : la grosse truffe molle de @fhollande et son élégant Macron bien occupé à salir la France, à l'humilier
voilà et bien boycottez le 10/4 les Macron, les Pécresse
ces mondialistes fous https://t.co/xOcytfy2xR",1
437,catheri93011473,"#Thread - Après une journée Twitter très canine avec le #DouglasGate 😉, on passe du coq à l’âne pour vous parler 🐠🐟🐡. 

Comme je ne suis pas océanographe mais plutôt zemmourologue, on va s’intéresser ce soir à la première grosse prise du pêcheur en eaux troubles #Zemmour 🎣🪝 https://t.co/jzT4ybEml5",?
438,florquin_sylvie,"@vpecresse Va te coucher pauvre fille !!!",2
439,ricou3310,"@vpecresse @DouglasPecresse ne peux-tu pas rappeler ta maîtresse ⁉️
Chaque nouvelle connerie qu’elle dit est plus grosse que la précédente ‼️",2
440,Mjjabb,"@BeStron18919809 @AnasseKazib Va voter Taubira et arrête de fanfaronner ici…la grosse tâche c’est Taubira qui fait 2%…et puis si tu savais lire, je mets bien entre guillemets ce que @AnasseKazib dit et je rajoute l’une de ses conséquences. Pauvre con.",1
441,christinetregou,"@JulienAubert84 @E_DupondM @vpecresse @BFMTV @Bruce_Toussaint @Ben_Duhamel Mon dieu que vous êtes niais. Incompétent on le savait, mais abruti à ce point cela dépasse l’entendement. Allez, avouez, chez LR vous faites un concours hebdomadaire? Celui qui sort la plus grosse connerie gagne!!! Amateurs, jaloux, haineux, passéistes j’en oublie certainement.",1
442,nicopcq,"@Line2319Line @MDAILLIEZ @Mediavenir Ahhahahah tu veux mettre qui a la place? pecresse? melanchon? Lepen? Allez va te coucher stp",1
443,chauvin_joelle,"@vpecresse PAUVRE CONNE!! HEUREUSEMENT VOUS SEREZ JAMAIS PRESIDENTE!! Apprenez l'histoire et fermez votre gueule,
Le nationalisme galicien : la mouvance originelle et le rejet de l’URSS connu sous le nom de Parti social-nationaliste ukrainien (SNPU).
https://t.co/zenEafoP87 https://t.co/ZArSDTzo8c",1
444,PilouLydie,"@damienabad @vpecresse Retournez donc vous coucher, bande de nuls !",1
445,PietraAnge,"@valerieboyer13 Incroyable, plus conne que Pecresse ! Waf waf 🐶🐶🐶",1
446,ducasse_raymond,"@No1oZme @pierre_duvert @vpecresse tu veux leur nom ? tiens:  makhoul  des chrétiens syriens, vivant à Alep avant et transmettant les infos de la bas par mail

c'est toi qui est bidon, tu y connais rien

si tu sais pas que la turquie, israel et les USA étaient derrière daech, t'est vraiment une GROSSE NOUILLE",1
447,ghhd48,"#Petain s est couché devant #Hitler livrant la #France et les #francais sur un plateau.
#Zemmour est un fan de petain et il est logiquement sur la ligne de se coucher devant #Poutine et la #Russie 
Il rêverait même de cette situation pour livrer tout ses opposants !",0
448,EMAlain93,"Idée farfelue et pas étudiée. Le projet de Valérie Pecresse ressemble décidément à une grosse improvisation. https://t.co/59d8o6Vwps",0
449,harry_trique,"@FloPortelli @vpecresse @avecValerie @AllezPecresse @lesRepublicains l'étoffe d'une grosse 💩",1
450,ClBear31,"#UkraineRussie magnifique geste politique de #Zemmour ce matin. Pour montrer son mécontentement, il a décroché le portrait de #Poutine torse nu de son bureau pour le mettre dans sa chambre à coucher.",0
451,RicoZemmour,"@eschahl @vpecresse Ah ouais, donc tu ne vois pas que son pb c est sa teubeterie en masse, nan toi tu vois sa chatte, mais cela ne l excuse en rien ! Vraiment des bouffons ces lr, vivement que ça disparaisse comme le ps, je ne les supporte plus !",2
452,yangjwksm,"Mais pecresse cette grosse conne de quoi elle se mêle la elle est même pas au pouvoir ferme ta gueule ma soeur",2
453,Lou2pascal,"@edouard_varin @vpecresse @AvecValerie2022 @JeunesVPndie @Jeunes_avec_VP @jeunesreps @GeoffreyCarva @Angelique_Adni @kouroshkhalili_ @NDupiech @Arthur_Durand4 @lavenu_nathan Quand je vois la France et L'Europe de l'Ouest se coucher PLATEMENT devant la Turquie de Erdogan avec ses menaces de flots de migrants clandestins moi je sais que ce n'est pas la France du Général De Gaulle ! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/7yFmAo1WLV",0
454,leo_pelerin,"@BFMTV @vpecresse Déjà, quel conne laisse un inconnu, la suivre de nuit dans un immeuble. 🤔😜",2
455,octavie202,"Hidalgo est conne mais conne ....
C'est une apparatchik de la pire espèce https://t.co/2GwzpKsVZT",1
456,Devilintodetail,"@BFMTV @vpecresse Mais elle est conne cette pute ou quoi",2
457,anclod15,"@florencedesruol @fxbellamy @vpecresse @Europe1 Sa loyauté est honorable mais difficilement compréhensible au regard des idées de @vpecresse dans les domaines societaux. Grosse déception mais merci @fxbellamy pour votre signature.",0
458,ParisVigilance,"@Anne_Hidalgo Mme 2%, est vraiment la plus grosse mytho de #Paris 
#Presidentielle2022 #Hidalgo2022 #Maires #saccageparis #myth https://t.co/nREZ1r2PgC",1
459,Racineux7,"Grosse colère et déclaration de @Anne_Hidalgo suite aux magouilles de @vpecresse avec le vote des chiens...😂
La @SPA_Officiel surveille ça de prêt 😉 https://t.co/PsdvK4BrIx",0
460,ofusernames,"@BFMTV @vpecresse pauvre conne",1
461,SeMathieu,"@vpecresse Parler pour ne rien dire...""Je condamne avec la plus...patati et patatère...a reuh, ah reuh...""
Allez va te coucher Valérie, tu fais pas le poids ma pauvre cocotte...
Retournes à tes midinettes...",2
462,heloisek17,"valérie pecresse je pense elle prank la elle fait exprès d’être aussi conne",1
463,JeremiEden,"Pécresse vient de se faire voler la palme de la plus grosse connerie dite ces dernières 24h. https://t.co/RaW4T8BSKj",1
464,Patriotevendeen,"Après avoir lu cette déclaration, Vladimir Poutine a sombré dans une profonde dépression et est parti se coucher sous sa couette avec son doudou et un Xanax. https://t.co/VQTeEigV0F",0
465,stevesansjobs,"@yjadot et @Anne_Hidalgo vous êtes deux soumises. Vous représentez mes c***** dans cette élection. Mais bon, elle est bonne la gamelle hein. Coucher, pas bouger.",2
466,patrickhuaum1,"@ECiotti @vpecresse Grosse Mascarade ton élection vous êtes tous des putains de menteurs",1
467,AdrianZublin,"@LArribage @vpecresse @republicains31 @lesRepublicains @pecresse31 @avecValerie @Pecresse_Team Vous avez vu comme elle s'est prise une grosse claque, #Valoche, quand on lui a prouvé par l'image, que son indignation pour le mot 'étranger qui a voté' à été dévoilée pure #mensonge ? Coup pour coup, oui, oui... 👊🏿
😂😂😂",0
468,gangstermacron1,"@2022avecHidalgo @Anne_Hidalgo Difficile de faire plus conne, le seule domaine que vous semblez maîtriser….",1
469,EricCarpentie20,"Poutine "" oui j'ai bien entendu le message de votre Valérie Pécresse et elle me fait peur .. elle est très..conne "" .. https://t.co/8kIo0fcI2D",1
470,blojo33,"@vpecresse Maintenant que c'est dit, retournez vous coucher ou allez au cinéma",0
471,DeboutJean,"@eschahl @RipostePecresse @ZemmourEric @fxbellamy Je le pense aussi. J’y vois une grande naïveté. Il fallait plutôt faire comme Lisnard, parrainer Taubira, par exemple, mais pas quelqu’un dont le seul objectif est d’effacer @vpecresse. Ôte-toi de là que je m’y mette !
C’est une grosse déception pour moi.",0
472,jeannebLREM,"La Pécresse qu’elle est conne elle se croit déjà Présidente cette pétasse. Mais elle ne passera jamais elle est vraiment trop nulle cette vieille femme. On vit vraiment dans un monde de débile quand on voit ce qui se présente à l’élection Présidentielle. Bande de cons.",2
473,VoxLiberPopuli,"Cette conne de Pecresse se prends pour qui !!!!????
Elle parle avant,le président !!! Pas pour demander une suspension de l’élection ni pour se grouper autour de Macron face à,la guerre 
Non elle en profite pour balancer son discours minable  !!!
La honte absolue ! #LaGuerre",1
474,YvThiebaut,"@Anne_Hidalgo grosse menteuse!",1
475,SergeDuval20,"@avecValerie @vpecresse Mais elle rien comprit cette conne , Poutine défend son pays et tu devrais faire la même chose , mais c'est incroyable d'entend de telles conneries",1
476,max3172,"#Pecresse pense qu'il faut prendre sa grosse voix, faire les gros yeux et lui dire STOP pour faire peur à V.Poutine. #FaceaBFM",0
477,ManuelFranois1,"Nouvelle grosse BOURDE de la #Pécrasse #vpecresse ! https://t.co/8I2CpyFCbv",1
478,christi49852261,"Ma chatte vient de m annoncer qu elle a voté Pecresse aux primaires😳 https://t.co/FKITIyWwos",?
479,Rpublique8,"@Bent_OoO @FX_DUGOURD @ECiotti @vpecresse La grosse fraude c’est Zemmour. Il a voté Mitterand bhaahahaa.",0
480,blaemag,"Ce mec est un vendu. Très Grosse casserole pour #Pecresse. Et ce qui reste des #LR en général. https://t.co/CFNQuSoR1A",0
481,Pa2stek,"@InterPolitique @Anne_Hidalgo @ZemmourEric mais quelle bouffonne cette grosse pute si t'es pas capable de convaincre 1500 types sur 70 millions de français ya aussi un probleme",2
482,RRosnoblet,"@BFMTV Non mais pour qui elle se prend, Mme Pécresse ? L'ours et la poupée ou la grenouille voulant se faire plus grosse que le bœuf !",1
483,Nico561971,"@MARCLANDES40 @guitou_8888 @vpecresse J'espère qu'elle va se prendre une grosse gamelle que du mépris",1
484,midolamala,"@othmannasrou @vpecresse C’est bon Valérie retourne te coucher",1
485,FreeZzyRacing,"@ErSauf @Anne_Hidalgo Cette masterclass + ce ratio grosse Masterclass",0
486,omdrx1328,"@laprovence Pecresse grosse franc-maçonne membre du groupe bilderberg amis de klaus schwab tous les même pourris !",1
487,Scrolling33,"@Pipomantis Grosse pensée au ""Stop"" de Pécresse 🤭",0
488,LienardJeanPie2,"Chacun son toutou, on connaissait déjà celui de la grosse Traoré, celui des @lesRepublicains demande à être connu aussi... 😊 @vpecresse https://t.co/fvoXH3FU6a",1
489,FBRIEG,"@Fred_Chev93 @Anne_Hidalgo Le #saccageparis ne concerne pas encore la destruction des Monuments ni l'action sur la Météo et le cycle lever et coucher de soleil : vous êtes HORS SUJET pour ne pas regarder le vrai sujet à vos pieds. Fausse naïveté
Le MANQUE d'entretien et maintenance concerne les Monuments. https://t.co/25NbxilJlf",0
490,mhd_ldj,"@Anne_Hidalgo Reagis a la colonisation meurtrière d’israel aussi grosse folle",2
491,Celine_olympe,"@vpecresse @YvesPDB La grosse vache d'ALLEMANDE dit la GROSSE BERTHA, elle finit un GROS BOULOT COMMENCE SOUS HITLER?",1
492,ErpatPeroz,"@LeslayAryane @vpecresse Il faut arrêter de se soumettre aux Américains, mais vous êtes les premiers à vous coucher devant Poutine. Vous êtes une blague de mauvais goût",1
493,Celine_olympe,"@vpecresse Le LAIDERON QUI PARLE

Les dictateurs, faut arrêter de nous prendre pour des moins que rien, avec la grosse (ex) chancelière qui vous manipule bien, lobotomisés vous êtes! Quand il y a des sous à la clef, on est prêt à tout!
OIN OIIN LE VILAIIN PETIT CANARD DE POUTINE!",2
494,jeanluc_bernard,"@BrunoLeMaire @RoyalSegolene l’a fait résultat nous avons eut 3 grosse augmentation de rattrapage après 
Trop facile 
Cela devient minable",0
495,essomba_ondoua,"@vpecresse Ferme ta gueule et ouvre tes yeux l'Europe se fait avoir par les États Unis qui une fois la Russie coupe son gaz va vous vendre son gaz de schiste pour vous niquer et t'es la tu veux diriger la France sans cette vision pauvre Europe toujours dans le populisme",1
496,me_guill,"CFontany: RT @LaFrancedabord6: Laurent Joffrin nous explique que Anne hidalgo est la seule candidate qui a la plus grosse marge de progression………
En effet, quand tu peux passer de 1% à 2% la marge est énorme 😂😂
Joffrin #HDPros https://t.co/YOAXnsRVIT",0
497,TI2224,"Connasse #Hidalgo qui parle d'attaque...""brutale"" de la #Russie.
Y a t il d autres types d attaques ??
Qu elle est conne cette mer de #Paris ! #UkraineRussie",2
498,OlivierAlex89,"@Valeurs Cette grosse morue d’hidalgo n’a d’autres choix que de faire scandale dans ses dires car quand on a que 2 % d’estimation de vote on ferme sa gueule",2
499,FredFelixx,"Pécresse : il faut dire stop à Poutine...
Casse toi Pov'conne !",1
500,HypocritePolit2,"OUI C'EST UN PEU BIZARRE QUE PERSONNE N'A REMARQUÉ LE DÉRAPAGE DE LA CONNE HIDALGO, 🤮MAIS COMME C'EST UNE GUIGNOLESQUE PERSONNE NE VEUT SE SALIR AVEC LA PISSOTIERE DE PARIS👞💩🚽 https://t.co/Dc0beDyBoo https://t.co/pgaFkysWEJ",1
501,Kinmar_,"Ah !
Bon courage #Zemmour pour inverser la situation 🤡

Mais surtout bon courage à tous les civils ukrainiens qui vont subir cette guerre de qui a la plus grosse.

#Ukraine 💪 https://t.co/4kByVXTUrD",0
502,Sam_l_emir,"@rouhikawdi Elle a niquer Pecresse lol, car au primaire des républicain, des morts, des fausses personnes et un chien on voter pour Pecresse. C'est pour ça c'est un peu drôle quand même lol",0
503,dievouchkalau,"@DebordValerie @vpecresse Si cette conne n’avait pas dit qu’il fallait confiner les non-vaccinés, j’aurais sans doute voté pour elle. Mais ça, c’est rédhibitoire.",0
504,LAuvergnat12,"@xavierbertrand @pascalbrindeau @BDeflesselles @JeanMarieJansse @vpecresse Chez LR c’est la chien-lit. Coucher!",2
505,yaslalimace,"Nathalie Arthaud est complètement conne",1
506,MoonlightBlois,"@realmarcel1 Ne nous leurrons pas: tout est calculé chez Macron. 
Ses interventions, sa communication, ses déplacements. 
Attendons-nous à de la grosse propagande, des charges contre l'extrême droite et contre #Zemmour, à du narcissisme exacerbé etc.....",0
507,Echostruiste,"@Vspheric2 @vpecresse faut mieux se dire qu’on sait lire quand on lit. Quelle grosse connerie quand même ! Hallucinant",1
508,BernardSara5,"SONDAGE BFMTV - grosse dynamique pour Marine le Pen ! #DynamiqueMarine #MLaFrance https://t.co/4qq4Ccy6pG via @BFMTV",0
509,ambre_015,"Ils ont compris  que Pecresse est un boulet et ils comptent s'en débarrasser en faisant mine de découvrir que leur élection aurait été sabotee avec cette histoire grotesque de chien qu vote  ?

Ca pue la grosse manœuvre  tout ça non  ?",1
510,HisoFilou,"@BFMTV @vpecresse Justice de classe, va niquer tes morts pecresse",1
511,micheleFour1,"@ATaDroite @CharlesConsigny @vpecresse @EmmanuelMacron C déjà joué ZEMMOUR-petit macron !Après il y aura la «grosse BERTHA»à nos fesses:PS/EELV/LFI/LREMArriere &amp; mm Republicains!TOUS la bave aux lèvres obligés d descendre d leurs escabeaux &amp; perdre leurs avantages pr certains!qui seront  les guignols alors?c cela qui leur fait PEUR!",1
512,ProActarus,"ROBERT BOURGI RÉVÈLE LES RAISONS QUI L'ONT POUSSÉ À RÉVÉLER L'HISTOIRE DU CHIEN DOUGLAS 
L'avocat Robert Bourgi, l'homme qui veut ""niquér"" Pecresse. #ValeriePecresse 
 #douglasgate https://t.co/2ta5rxIQZx",0
513,motardrebelle,"Pour éviter une guerre avec Poutine, il faut durcir encore les sanctions.
V. PECRESSE

Quand on est pro-europe à ce point, ça rend complètement con. 
Ou conne, en l'occurrence.",1
514,pervasyol,"@patriote_lola @CENDRINEPENNELL Pecresse est avec macron depuis toujours. Tant pis pour les blaireaux qui ont payé leur adhésion pour participer à cette grosse arnaque. pecresse sera ministre de macron. Les 4 dalton se sont fait avoir. Les LR ne changeront jamais . Des imposteurs",1
515,Sodexo_,"@stressant_lugh1 @LIBERTE1311 @vpecresse Je ne pense pas que ce soit un macroniste... ça retweet médiapart et Apathie. 
C’est juste une bonne grosse serpillère de gauche qui ne s’assume pas. 
Et ne te fatigues pas pour eux « pedophile » n’est pas une insulte, y’a qu’à voir comme ils pompent encore Libération.",1
516,CamilleKyrie2,"@vpecresse @florencedesruol @BFMTV @bfmttv la chaîne macroniste Grosse entreprise de démolition de #Pecresse comme pour #Fillon! Tout est organisé pour un 2ème tour Zemmour Macron",0
517,Alex_SaintMart,"@AgnesEvren @vpecresse Madame bullshit qui va se prendre une grosse raclée de la part des français ! Une bien méritée !",2
518,LetoOfTheDesert,"""Pécresse a réalisé le casse du siècle"" : grosse enquête de @libe sur le fiasco du congrès LR. Un concours de clientélisme où tout le monde a pu voter, même les morts et les chiens (si, si). 

https://t.co/Xd5oa4EYZw",0
519,CecileLoial,"Près de 25 000 abonnés. Nous, on peut aller se coucher. #Douglas #Pecresse #LR #CongresLR https://t.co/7LUtbXQstK",0
520,LAinatar,"@xavieranne76 @Loic_Guilpain @vpecresse Entre :
« Favoriser les mesures de sûreté [...] sur la liberté d’aller et de venir » 
et :
« stopper les incarcérations »
➡️ Il y a une très grosse différence",0
521,janicio555,"@christine_kelly @VlaPoutine @vpecresse C'est beau d'être une grosse feignasse politicarde qui n'a jamais rien fouttu de sa vie!!!",1
522,M_Cedric92,"@Maaanick @eightsolus Elle est conne cette pecresse",1
523,RS34740,"@BFMTV @vpecresse Va te coucher",1
524,TMytakis,"@vpecresse Laisse tomber Valérie, franchement, je serai toi, je retourne me coucher direct ! Tu fais pas le poids!",1
525,MehditerraNEZ,"@vpecresse @vpecresse je le dit sincèrement t'es la plus grosse catastrophe que la France est connu, si tu passe le 1er tour je suis UN GROS FDP",1
526,Hemail_79,"@AnnMagayante @BFMTV @vpecresse idée de droite complètement conne qui voudrait faire croire que le Service public N'EST PAS performant 
Tout ce que la mère Thatcher, dont elle se réclame, a privatisé, est devenu MOINS performant
De quelle performance parle-t-on ?
Financière, c'est ça? 
Cette femme est hors-sol.",1
527,Aurel_la_hyene,"@BFMTV @vpecresse Grosse corde sensible en vue....",0
528,trentonpills,"@vpecresse Ton mari Mr ALSTOM S'EST GAVÉ AVEC LA VENTE D ALSTOM ET A SUPPRIMÉ DES MILLIERS DE POSTE DS TA RÉGION GROSSE C.... ASSE!",2
529,mentfootiste,"@2022avecHidalgo @Anne_Hidalgo Une très très grosse blague, sa proportion parrainage/% intention de vote est ridicule, la démocratie au service du néant wokiste",1
530,patrickjm2002,"@AldoSterone111 Ah la @vpecresse ! Elle veut imiter son mentor le poudré @EmmanuelMacron quand ce derniers tape ses petits poing sur la table ... toujours vainement bien sûr. et pour finalement, toujours, humblement se coucher devant l'oncle Sam ! 
#ZemmourPresident",0
531,VolnayCm,"@poliver69 @vpecresse @BFMTV et elle a un vrai bilan, à la tête de la plus grosse région d'Europe. D'où la nécessité de la déstabiliser. Question: les sondages sont-ils autant négatifs ? Ou est-ce de la manipulation?",0
532,vale_cmg,"@MARIDJE17 @vpecresse Grosse gaffade de Valou encore oui",0
533,Poncinmarie1,"@DD75007 @Ben_Duhamel @vpecresse Minable Duhamel sans talent fils de la grosse berta saint cric",0
534,EnzoAzulgrana92,"Douglas plus populaire que Pécresse c'est bon on a compris vous avez réussi à niquer un meme en une journée bande de cucks !",1
535,BastJerem,"@VictorSinclair3 @vpecresse Entre « il faut dire aux enfants d’aller se coucher » et « les enfants, au lit !!! », il y a une sacré différence ! (de prise de responsabilité, et de résultat !!)",?
536,DarkJipe,"Oula c'est grosse chute dans les sondages pour @vpecresse 11,5% elle est à peine devant Méluche maintenant. La grosse dégringolade : elle risque de finir très bas à ce rythme  #douglasgate #faceabfmtv",0
537,elhadjlaho12,"Une grosse comédie @vpecresse! 

Lorsqu’on aspire à diriger un pays, le minimum c’est de vérifier les informations qu’on nous donne avant de surfer dessus. 
#FaceABFM",0
538,Jyveline1,"@AmandineAtalaya la fausse blonde qui ne laisse absolument pas #valerie Pecresse terminer ses argumentaires et ses phrases. Vas te coucher car tu es nullissime et incompétente",2
539,girlcatlove33,"@LCI @EliMartichoux @vpecresse @MAMELIYI @francoisedegois @cmoulinlci @MediasphereLCI @lasemiologie @RoselyneFebvre @apollineWakeUp @LeHuffPost @RevuePol @Benedetti65 @Europe1 @dimitripavlenko @mbockcote @DavidPujadas @24hPujadas @DariusRochebin @vnataf @TF1Pro @GroupeTF1 @ThThuillier @citoyenneFrance @Sondage_Opinion @SergeKaramazov9 @mingle_France @mediasetcitoyen @JulienLepers @DelphineErnotte @NicolasNADAUD @actuvores @vlmedia_ @PaulLarrouturou @ruthelkrief @ThThuillier  C est l heure de la grande explication de la confrontation  @DavidPujadas   Alors là je ne sais pas qui a pris la décision de supprimer cette émission incontournable de la chaine   mais il a fait une grosse connerie . Vox Populi .  Des records d ' audience  pour",1
540,SudskaWanda,"#Pecresse Incroyable cette journaliste #AmandineAtalaya joue à gauche toute et bien sûr y a encore du #Sarkozy quelle conne cette journaliste #BFM 
Des gros mots pour des gros incultes",1
541,polprincip,"Le pire pour cette petite conne de Pécresse: le ridicule dans tous le pays.
Elle entraîne dans sa chute ce qui reste des LR morts pour leur bêtise sans fin et leurs trahisons impardonnables.
Personne ne les regrettera. https://t.co/ldDuCqtEhZ",1
542,stalinemoderne,"@Anne_Hidalgo en dehors d'être une grosse dinde imbuvable, ton raisonnement sur les parrainages est comme toi idiote et insipide.
Par contre ne t'imagine pas si @melenchon_2022 ne les à pas alors je prefere voter pour @jeanlassalle que pour ta face de poulpe",2
543,ssbtom,"@BFMTV @vpecresse Le pb c est qu il faut pas faire n importe quoi avec sa chatte ... l ivg c est pas un moyen de contraception c est ca qu il faut eduquer ...",2
544,jadeline42,"@Reine_Margot2 @vpecresse Incroyable d être aussi conne .et de ne rien connaître sur cette région. https://t.co/A34Xsa2IUq",1
545,sayonaraa_c,"@vpecresse La petite conne de neuilly",2
546,Melanoush69b,"Mais elle est conne ou quoi @vpecresse ? Le Danemark n’a certainement pas la même constitution que la France #FaceABFM #PecresseDetresse #Pecresse2022",1
547,Capt_Caverne,"@taubirapour2022 @ChTaubira Désolé ma grosse mais il est hors de question délire quelqu’un dossier raciste et fasciste que toi",2
548,gothgoth74,"@AlixAubry_ @vpecresse @GuilhemCarayon @ChVaillot @J_Villumsen @ValRouffiac @Jeunes_avec_VP @alexis_laboria @josephineandx @ThomasAlard @VitaliPierre @Weissirene Euh... tout le monde dort sur cette photo... c est pas la grosse ambiance🤣🤣🤣
Ils ont compris que c était une mauvaise soirée pour leur candidate ?",0
549,Poseidon921000,"@BFMTV @vpecresse Une grosse pensée aux véritables victimes d agression sexuelles . @vpecresse est honteuse de sortir cela car elle est en chute dans les sondages . Comment la croire ?",0
550,AnnaDEE52494881,"@DouglasPecresse @vpecresse La patte levée, pas le pied   #Douglas . Il ne faudrait pas attraper la grosse tête  🤣 #douglasgate #PecresseDetresse",0
551,Coquelicot_2022,"@BFMTV @vpecresse grosse blague !!! Elle veut faire pleurer dans les chaumières ?
Pour mieux éviter de parler des chinois qui ont voté pour elle à la primaire ?",0
552,HugoNaudin,"On a vraiment la droite la plus conne du monde ! 
#LR #Douglas",1
553,partisan_22,"Le #ScandaleAlstom #ScandaleMacron commence à faire surface. Malgré la protection que bénéficie Macron de la part des médias et des puissances financières ce scandale d'Etat #Alstom fera vaciller #Macron comme #Pecresse 
Affaire trop grosse pour la faire sortir chez @PascalPraud https://t.co/7bMDsecSHt",0
554,capitano13IT,"@BFMTV @vpecresse Faut qu’elle fasse comme son chien qui a voté pour elle , qu’elle aille se coucher 😜 😂😂",0
555,romainribas2021,"Je réclame un débat entre le braque de Zemmour, Douglas le chien LR pro Pecresse, la chatte de Marine Le Pen et Nemo Macron dans #FaceABFM",?
556,poilsauxyeux45,"@BFMTV @vpecresse Misère qu’elle est conne. Ils, elles n’ont jamais vu le monde évoluer..",1
557,BlossomChampa15,"@vpecresse T'es toute conne, valoche !",2
558,WakeUp00424009,"J'attends qu'il se réveille.. après on va avoir une grosse discussion  🤨  je le soupçonne d'avoir voté sans mon accord pour @vpecresse
😐.  Je dois aussi vérifier du côté des chats ils me cachent quelque chose !  🐶🐱
#douglasgate https://t.co/Yja29rXfHu",0
559,joe_le_zef,"@BFMTV @vpecresse Oh ! Alors ça c'est une vrai découverte et en même temps une grosse erreur. C'est un dictateur psychopathe et paranoïaque. On sait qu'on peut s'attendre au pire de sa part.",1
560,SamirDao,"Phenomenal! Apres le meeting magnifique de @JLMelenchon , on regarde celui de @vpecresse ... houlala... on dirait un discourt de miss france! Tout est faux dans son ton! Grosse crise de rire!😂😂😂",2
561,GithoMalo,"@franceinter @vpecresse Quelle grosse burne. Les ""quartiers où la république n'existe pas"", tout ce qu'elle propose c'est de leur taper dessus. Qu'elle commence déjà par leur consacrer autant d'argent que les ghettos de bourgeois dont elle vient.",1
562,Victori53602120,"Grosse divergence de point de vue avec mon Hamster qui a voté Pecresse …. https://t.co/9PZlyORfFn",0
563,titattack,"La ficelle est grosse, mais ils la tentent quand mm... 
https://t.co/BitdsE6jJF",0
564,fbnlgs,"Grosse folle met moi des trains à l’heure oui https://t.co/04NZQcJ3wp",2
565,Michel13983910,"#Faceabfm

Pécresse tacle Zemmour ""il veut se coucher devant la Russie""

Elle ment",0
566,RS34740,"@BFMTV @vpecresse Qu'elle aille se coucher elle pourra faire des trucs bien 👍",?
567,AlexPar36615347,"@Agnes_President @MONSIEURMANUELS @LesSouverains @vpecresse Tu sais pauvre conne que ton petit jesus et dieu que tu pries comme une vieille bigote tous les jours sait que tu mens ! (Bon tout le monde le sait que tu es instable psychologiquement)",2
568,BoKenjo,"étrange, à chaque fois que Pecresse fait une grande emission télé, juste avant sort une grosse polémique sur elle, à qui profite le crime ??? LREM ou R  ????",0
569,ClaudieGoarin,"@Marc12119906 @Anne_Hidalgo Grosse erreur il sera réélu, et c tant mieux, 1 parcequ'il est très bien et 2 y'a RIEN pour le remplacer.",0
570,Ajihel,"@JCQDSE Quelle grosse nulle cette hidalgo qui ne sait même pas installer correctement un panneau !",1
571,gazol2121,"LA GROSSE ARTILLERIE MACRON MASSACRE PECRESSE...ET FAVORISER @MLP_officiel , @ZemmourEric, OU @JLMelenchon . S'IL CROIT FAIRE UNE  BONNE AFFAIRE IL SE MET LE DOIGT LA OU TOUT LE MONDE PENSE...MDR",1
572,Traineur2,"@BFMTV Pauvre conne de Pécresse. Poutine le psychopathe paranoïaque se marre. Seule sa disparition pourrait l'arrêter.",1
573,freeman579,"@63Moutier C'est a cause de Ciotti qu'elle est devenue conne
il l'a manipule, il lui dit ce qu'il faut dire
Ciotti ou Zemmour c'est pareil, il est le genre à trahir Pécresse pour Zemmour
elle devrait s'en débarrasser, elle perdra peut être  des gens mais en gagnera beaucoup plus  
#Pecresse",1
574,benjaminnoah196,"@lassoued_samir @Anne_Hidalgo @OlafScholz Elle est conne l'espagnole. Je dévoile un secret, ou pas?🤣",1
575,David_Solitaire,"@CharlesConsigny @vpecresse @EmmanuelMacron Vote utile...Ne veux pas dire voter pour une décérébrés non plus, aucune idée concrète on dirait un discours de Miss France, même pas jolie à regarder en plus mais aussi conne qu'une valise sans poignée !",2
576,borisdeejay,"@CNEWS Mdr, il ne manque pas d’air le plouc à 6%, allez retourne te coucher avec tes copines Hidalgo et Taubira.",1
577,cat_frd,"@LaFrancedabord6 v'là que c'est hidalgo qu'a la plus grosse !!",?
578,edea_fakarava,"@ParisEveil @Pcarmouze @David_Belliard Avec ou sans les 70 000 places appelées à être supprimées ? Avec ou sans les places privatisées par les bistrots ? Mm si une place de parking auto est plus grande qu une chambre à coucher ( 9m2) 😂 je rappele que une voiture est plus utile ,demandez à #belliard et #hidalgo! 👋🏽",0
579,MichelUzan,"https://t.co/oIRMn5XkHP. MAIS FERME TA GUEULE....SAIS TU CE QUE VEUT DIRE NÉGATIONNISTE PAUVRE CONNE.😡😡😡 #Hidalgo #hidalgoDegage",2
580,ModanoNarine,"@NathalieLoiseau @vpecresse C est la grosse suisse molle qui parle?",2
